Titulo,Categoria,Autor,id,Numero_de_Visitas,Votos_Positivos,Votos_Negativos,URL nuevo portal,votos_totales
Hoteles del municipo de San Andrés - Santander ,Económica y Comercial,Alcaldía de San Andres,217,58,0,0,https://www.datos.gov.co/dataset/jc4n-9ckq,
TRANSPORTE INTERMUNICIPAL SAN ANTONIO,Movilidad y Transporte,Alcaldía de San Antonio,75091,42,0,0,https://www.datos.gov.co/dataset/5nat-ew6k,
INFORMACIÓN HOTELERA DE SAN ANTONIO TOLIMA,Datos Básicos,Alcaldía de San Antonio,64223,83,1,0,https://www.datos.gov.co/dataset/hkv2-5khn,
"Directorio de Instituciones Educativas Oficiales del municipio San Antonio de Palmito, Sucre",Social,Alcaldía de San Antonio de Palmito,51524,26,0,0,https://www.datos.gov.co/dataset/wpat-gzz6,
matriculoados por institucion edciva de San Benito,Educación,Alcaldía de San Benito,10275,17,0,0,https://www.datos.gov.co/dataset/guhs-3jya,
Asociaciones del municipio de San Carlos de Guaroa,Social,Alcaldía de San Carlos de Guaroa,156,20,0,0,https://www.datos.gov.co/dataset/4g2v-kfhc,
Población Sisbenizada San Cayetano,Salud,Alcaldía de San Cayetano,74405,178,34,0,https://www.datos.gov.co/dataset/5zvw-2y3t,
EVENTOS DE SALUD PUBLICA SAN CAYETANO,Salud,Alcaldía de San Cayetano,74425,159,31,0,https://www.datos.gov.co/dataset/dmzn-nfvr,
Info gral de la Institución Educativas Oficial,Educación,Alcaldía de San Eduardo,179,10,0,0,https://www.datos.gov.co/dataset/hvjh-2z8k,
CENTRO EDUCATIVOS DEL MUNICIPIO DE SAN GIL ,Educación,Alcaldía de San Gil,10438,238,1,0,https://www.datos.gov.co/dataset/82ra-x7ic,
Instituciones Educativas municipio de San Jerónimo,Educación,Alcaldía de San Jerónimo - Antioquia,63846,63,0,0,https://www.datos.gov.co/dataset/pqhi-rd8r,
Instituciones educativas de San Joaquin,Educación,Alcaldía de San Joaquin,10236,11,0,0,https://www.datos.gov.co/dataset/pbbh-56pa,
INSTITUCIONES EDUCATIVAS DEL MUNICIPIO ,Educación,Alcaldía de San Jose de Miranda,10451,20,0,0,https://www.datos.gov.co/dataset/2xp9-5ru2,
Información general de la institución educativas,Educación,Alcaldía de San Jose de Pare,219,10,0,0,https://www.datos.gov.co/dataset/cprx-ued6,
Info socieconómica de las mujeres jefes de hogar ,Social,Alcaldía de San Juan de Arama,163,29,1,0,https://www.datos.gov.co/dataset/e75z-4533,
DIRECTORIO DE FUNCIONARIOS DE LA ALCALDIA DE SAN JUAN DEL CESAR,Social,Alcaldía de San Juan del Cesar,62561,68,0,0,https://www.datos.gov.co/dataset/nnpp-xhxh,
Información docentes del municipio de San Juanito ,Educación,Alcaldía de San Juanito,160,20,0,0,https://www.datos.gov.co/dataset/svkq-6tfg,
Instituciones prestadoras de servicio delmunicipio,Económica y Comercial,Alcaldía de San Luis de Ganceno,10453,25,0,0,https://www.datos.gov.co/dataset/n2qg-39qe,
Entidades de Servicios Municipio San Luis Gaceno,Datos Básicos,Alcaldía de San Luis de Ganceno,64385,212,0,0,https://www.datos.gov.co/dataset/4dnd-grn8,
Consolidado de Situación Academica por Nivel y Gra,Educación,Alcaldía de San Luis de Palenque,75063,119,5,0,https://www.datos.gov.co/dataset/bkru-vict,
Presidentes Juntas de Acción Comunal Vigencia 2014,Social,Alcaldía de San Luis de Palenque,75064,52,4,1,https://www.datos.gov.co/dataset/p83z-wntk,
Territorio del Municipio de San Luis de Palenque,Geografía,Alcaldía de San Luis de Palenque,30890,46,2,0,https://www.datos.gov.co/dataset/tii9-zpzh,
instituciones educativas san luis tolima,Educación,Alcaldía de San Luis Tolima,64120,28,0,0,https://www.datos.gov.co/dataset/6fs7-af68,
DIRECTORIO_PRODUCTORES_DE_MANGO_ASOTOMIN,Agricultura y Desarrollo Rural,Alcaldía de San Luis Tolima,64124,52,0,0,https://www.datos.gov.co/dataset/kf6c-rman,
Presidentes Juntas de acción comunal del municipio,Social,Alcaldía de San Martin,159,35,1,0,https://www.datos.gov.co/dataset/gnuy-vnu6,
Prestadores de Servicios Turísticos de San Mateo ,Económica y Comercial,Alcaldía de San Mateo,10484,8,0,0,https://www.datos.gov.co/dataset/pegt-9vwx,
INSTITUCIONES EDUCATIVAS  DE SAN MIGUUEL,Educación,Alcaldía de San Miguel,10340,8,0,0,https://www.datos.gov.co/dataset/ne96-ic7w,
Instituciones Educativas de San Miguel De Sema,Educación,Alcaldía de San Miguel de Sema,10271,23,0,0,https://www.datos.gov.co/dataset/kxh8-xptf,
PVD en San Pablo Nariño,Tecnologías de la Información y las Comunicaciones,Alcaldía de San Pablo,63770,24,2,0,https://www.datos.gov.co/dataset/ycju-3zn9,
Audiovisuales  institucionales Alcaldía San Pablo,Social,Alcaldía de San Pablo,51422,75,44,1,https://www.datos.gov.co/dataset/5976-sqd7,
Sitios Turísticos Municipio de San Pablo Nariño,Social,Alcaldía de San Pablo,51423,79,17,0,https://www.datos.gov.co/dataset/9g7t-zgqb,
Principales festividades,Social,Alcaldía de San Pablo,51425,131,25,0,https://www.datos.gov.co/dataset/r8hi-n4pw,
Proyectos_de_inversion_San_Pablo_Narino,Datos Administrativos,Alcaldía de San Pablo,63937,53,0,0,https://www.datos.gov.co/dataset/wxdg-8rqn,
Dependencias  Alcaldía San Pablo Nariño,Social,Alcaldía de San Pablo,51474,210,1,0,https://www.datos.gov.co/dataset/4ddf-mq8b,
"Presidentes Juntas de Acción Comunal, Municipio de San Pablo Nariño",Social,Alcaldía de San Pablo,51432,175,19,0,https://www.datos.gov.co/dataset/fkhr-nevj,
"Correos Institucionales, Alcaldía San Pablo Nariño",Datos Administrativos,Alcaldía de San Pablo,75062,55,5,0,https://www.datos.gov.co/dataset/p5x3-negv,
Concejales San Pablo Nariño 2012 -2015,Datos Básicos,Alcaldía de San Pablo,64229,35,0,0,https://www.datos.gov.co/dataset/q2q8-t2uj,
Concejo Municipal SanPablo 2019-2019,Datos Básicos,Alcaldía de San Pablo,74353,27,1,0,https://www.datos.gov.co/dataset/89kw-6iag,
Datos básicos Instituciones San Pablo,Educación,Alcaldía de San Pablo de Borbur,10352,73,0,0,https://www.datos.gov.co/dataset/7q9p-tpua,
Juntas De Acción Comunal 2015 San Pedro de Cartago,Datos Básicos,Alcaldía de San Pedro de Cartago,64175,33,11,0,https://www.datos.gov.co/dataset/78ap-mqmr,
DIRECTORIO FUNCIONARIOS ,Datos Básicos,Alcaldía de San Pedro de Cartago,75080,42,1,0,https://www.datos.gov.co/dataset/x3bt-wh5e,
JUNTAS DE ACCION COMUNAL2016-2019,Datos Básicos,Alcaldía de San Pedro de Cartago,75084,55,1,0,https://www.datos.gov.co/dataset/f4f2-uepx,
Personal de la alcaldía de Mariquita,Datos Básicos,Alcaldía de San Sebastián de Mariquita - Tolima,75133,75,0,0,https://www.datos.gov.co/dataset/v53g-dqc8,
SITIOS TURISTICOS DE SAN SEBASTIAN DE MARIQUITA,Social,Alcaldía de San Sebastián de Mariquita - Tolima,75126,63,0,0,https://www.datos.gov.co/dataset/esyg-fxjz,
Iglesias de San Sebastián de Mariquita - Tolima ,Cultural,Alcaldía de San Sebastián de Mariquita - Tolima,75076,60,0,0,https://www.datos.gov.co/dataset/gdtk-2pb4,
Hoteles y Restaurantes de Mariquita,Económica y Comercial,Alcaldía de San Sebastián de Mariquita - Tolima,75039,38,0,0,https://www.datos.gov.co/dataset/dsi9-dwad,
Integrantes Juntas de Accion Comunal de Mariquita ,Social,Alcaldía de San Sebastián de Mariquita - Tolima,75129,65,1,0,https://www.datos.gov.co/dataset/szgh-kr39,
Instituciones educativas de San Vicente de Chucurí,Educación,Alcaldía de San Vicente de Chucuri,10309,22,0,0,https://www.datos.gov.co/dataset/ita8-8ys2,
Sitios de interes de Santa Helena  de Opon,Económica y Comercial,Alcaldía de Santa Helena del Opon,10359,20,1,0,https://www.datos.gov.co/dataset/9ur7-edax,
Empresas del municipio de Santa María,Económica y Comercial,Alcaldía de Santa Maria,10255,44,2,0,https://www.datos.gov.co/dataset/xt65-296x,
Contactos Alcaldía Municipal de Santa María,Datos Administrativos,Alcaldía de Santa Maria,74989,431,250,1,https://www.datos.gov.co/dataset/ft9e-imvp,
INFORMACIÓN CENTROS  EDUCATIVOS MUNICIPIO ,Educación,Alcaldía de Santa Rosa de Viterbo,10457,52,1,0,https://www.datos.gov.co/dataset/wg5c-fpyh,
Información general de las Instituciones educativas del Municipio De Santa Rosalia,Educación,Alcaldía de Santa Rosalia,10488,5,0,0,https://www.datos.gov.co/dataset/swcj-hbav,
Información general de la institución educativa,Educación,Alcaldía de Santa Sofia,218,15,0,0,https://www.datos.gov.co/dataset/qa3d-qnxm,
Establecimientos comerciales de Santa Bárbara ,Económica y Comercial,Alcaldía de Santabarbara,215,23,0,0,https://www.datos.gov.co/dataset/62b8-4ptv,
Veredas del Municipio de Santacruz,Datos Básicos,Alcaldía de Santacruz,63944,54,0,0,https://www.datos.gov.co/dataset/p5hc-c8ke,
Sitios de interés del municipio de Santana ,Económica y Comercial,Alcaldía de Santana,10358,277,0,5,https://www.datos.gov.co/dataset/gw4f-jppi,
Instituciones Educativas de Santo Tomás,Educación,Alcaldía de Santo Tomas,63576,83,24,0,https://www.datos.gov.co/dataset/7qwr-ewez,
Instituciones Educativas Oficiales de Saravena,Educación,Alcaldía de Saravena,10347,2537,2,10,https://www.datos.gov.co/dataset/6jk3-4ctx,
HOTELES Y RESTAURANTES DE SATIVANORTE,Económica y Comercial,Alcaldía de SativaNorte,10280,31,0,0,https://www.datos.gov.co/dataset/dzdz-saux,
SUSCRIPTORES UNIDAD DE SERVICIOS PB. DE SATIVASUR,Datos Básicos,Alcaldía de SativaSur,10277,11,0,0,https://www.datos.gov.co/dataset/bvs9-6c4c,
SEGUIMIENTO PLAN ANTICORRUPCION 2014,Social,Alcaldía de Sevilla Valle,63881,39,0,0,https://www.datos.gov.co/dataset/ym62-rz5i,
VIAS TERCIARIAS DEL MUNICIPIO DE SIACHOQUE ,Movilidad y Transporte,Alcaldía de Siachoque,10479,157,0,0,https://www.datos.gov.co/dataset/gxre-wisr,
"DIRECTORIO TURISTICO Y COMERCIAL, MUNICIPIO SILVANIA-CUNDINAMARCA",Económica y Comercial,Alcaldía de Silvania,51583,51,13,0,https://www.datos.gov.co/dataset/kdnr-cxhj,
Sitios turísticos y actividades extremas para practicar en el municipio de Simacota,Cultural,Alcaldía de Simacota,10496,20,0,0,https://www.datos.gov.co/dataset/u9mr-qzx5,
Planta docente del municipio de Sincelejo (Sucre),Educación,Alcaldía de Sincelejo,63976,69,0,0,https://www.datos.gov.co/dataset/5y68-cxgj,
ESTABLECIMIENTOS DE COMERCIO  DE SOATÁ,Económica y Comercial,Alcaldía de Soata,10282,12,0,0,https://www.datos.gov.co/dataset/h7dg-3nvq,
Taller Gobierno en Linea,Datos Básicos,Alcaldía de Socha,63996,24,0,0,https://www.datos.gov.co/dataset/7ayq-ih64,
"Dimensión ambiental natural, análisis de los indicadores a nivel veredal",Ambiente,Alcaldía de Socha,10491,70,0,0,https://www.datos.gov.co/dataset/qr2h-vgqa,
Hoteles del Municipio de Socota,Datos Básicos,Alcaldía de Socota,63995,18,0,0,https://www.datos.gov.co/dataset/iqki-upwi,
Producción Agropecuaria Municipio de Socota ,Agricultura y Desarrollo Rural,Alcaldía de Socota,10485,31,0,0,https://www.datos.gov.co/dataset/mndx-xr9r,
INSTITUCIONES EDUCATIVAS OFICIALES,Educación,Alcaldía de Sogamoso,63165,85,2,0,https://www.datos.gov.co/dataset/42fu-3ytc,
INSTITUCIONES EDUCATIVAS PRIVADAS SOGAMOSO,Educación,Alcaldía de Sogamoso,63166,65,0,0,https://www.datos.gov.co/dataset/7c5v-wrz4,
Institutos Formación para el Trabajo y Desarrollo ,Educación,Alcaldía de Sogamoso,63167,35,0,0,https://www.datos.gov.co/dataset/27jd-6vxa,
Base Sistema de Gestión de Riesgo de Desastres ,Social,Alcaldía de Sogamoso,10486,108,1,0,https://www.datos.gov.co/dataset/jd8f-rt5j,
Promedios Prueba Saber 11 2014 -2015,Educación,Alcaldía de Sogamoso ,75125,30,0,0,https://www.datos.gov.co/dataset/yhf2-uriu,
PROCEDIMIENTOS VACUNAS ZONA URBANA Y RURAL,Salud,Alcaldía de Solano,64157,26,0,0,https://www.datos.gov.co/dataset/sepb-gunj,
VACUNAS IPS SOLANO ZONA URBANA Y RURAL 2015,Salud,Alcaldía de Solano,64155,20,0,0,https://www.datos.gov.co/dataset/7j88-x32p,
VIOLENCIA SEXUAL MALTRATO INFANTIL E INTRAFAMILIA,Social,Alcaldía de Solano,64121,625,0,1,https://www.datos.gov.co/dataset/s8kq-86qr,
EtapasCiclo_PartesPlanta,Geografía,corpoica,30849,40,0,0,https://www.datos.gov.co/dataset/4zug-pyf3,
VACUNAS IPS SOLANO ZONA URBANA Y RURAL 2015,Salud,Alcaldía de Solano,64150,18,0,0,https://www.datos.gov.co/dataset/jh6q-tzn7,
RELACION ESTALECIMIENTOS COMERCIALES DEL MUNICIPIO,Educación,Alcaldía de Somondoco,10487,23,0,0,https://www.datos.gov.co/dataset/4vua-4mc3,
DATOS MATRICULA,Educación,Alcaldía de Sonson,62529,109,0,0,https://www.datos.gov.co/dataset/vrri-3zyr,
INSTITUCIONESEVDUCATIVAS ,Educación,Alcaldía de Sonson,62469,42,0,0,https://www.datos.gov.co/dataset/w6d9-2upw,
PERSONAL JUBILADO ,Social,Alcaldía de Sonson,62326,15,0,0,https://www.datos.gov.co/dataset/w3nb-hmkx,
TRÁMITESTRÁNSITO,Movilidad y Transporte,Alcaldía de Sonson,62635,84,11,0,https://www.datos.gov.co/dataset/iskh-ceey,
Datos basicos Instituciones Educativas de sora,Educación,Alcaldía de Sora,10345,300,0,4,https://www.datos.gov.co/dataset/8mvs-xvxp,
Información de las vías del municipio de Soracá ,Movilidad y Transporte,Alcaldía de Soraca,10489,81,1,0,https://www.datos.gov.co/dataset/kskc-496t,
Juntas de Acción comunal municipio de Sotaquira,Social,Alcaldía de Sotaquira,10434,22,0,0,https://www.datos.gov.co/dataset/fytn-ks7m,
Instituciones Educativas Suaita Santander ,Educación,Alcaldía de Suaita,10362,14,0,0,https://www.datos.gov.co/dataset/b34i-8ezb,
Instituciones educativas en el municipio de Sucre ,Educación,Alcaldía de Sucre,10260,36,0,0,https://www.datos.gov.co/dataset/6cd6-pxz9,
Listado de Discotecas y Bares del Municipio de Supia Caldas,Social,Alcaldía de Supia,51801,277,1,1,https://www.datos.gov.co/dataset/yn6e-qktq,
Listado de Empresas de Transporte del Municipio de Supia Caldas,Movilidad y Transporte,Alcaldía de Supia,51885,26,0,0,https://www.datos.gov.co/dataset/5h29-9fuc,
Listado de Operadores Turisticos del Municipio de Supia Caldas,Económica y Comercial,Alcaldía de Supia,51861,19,0,0,https://www.datos.gov.co/dataset/q9e8-7u5r,
Directorio de Instituciones Educativas Oficiales y privadas del Municipio de Supia Caldas,Social,Alcaldía de Supia,51458,34,0,0,https://www.datos.gov.co/dataset/ghyj-ze2a,
Sitios turísticos del municipio de Suratá ,Cultural,Alcaldía de Surata,10239,21,0,0,https://www.datos.gov.co/dataset/kb9r-gah2,
"INVENTARIO VIAS TERCIARIAS, MUNICIPIO DE SUSACÓN",Movilidad y Transporte,Alcaldía de Susacon,189,42,0,0,https://www.datos.gov.co/dataset/6gtx-5ad6,
Datos basicos Instituciones de Sutamarchan  ,Educación,Alcaldía de Sutamarchan,10348,61,0,0,https://www.datos.gov.co/dataset/rins-cuer,
Presidentes de las Juntas de Accion Comunal,Cultural,Alcaldía de Sutatenza,10492,32,0,0,https://www.datos.gov.co/dataset/98pf-v8h9,
LISTADO DE PRESIDENTES DE JUNTAS DE ACCION COMUNAL,Social,Alcaldía de Tamara,62327,296,3,7,https://www.datos.gov.co/dataset/bg2p-4avf,
Instituciones Educativas de Tame,Educación,Alcaldía de Tame,10311,12,0,0,https://www.datos.gov.co/dataset/b7ap-emfe,
sitios turísticos del municipio de Tame ,Cultural,Alcaldía de Tame,10341,21,0,0,https://www.datos.gov.co/dataset/wwx3-q7pa,
Producción Agropecuaria Municpio de Tasco. ,Agricultura y Desarrollo Rural,Alcaldía de Tasco,10494,30,0,0,https://www.datos.gov.co/dataset/hzr8-7ecr,
Instituciones Educativas Tauramena,Educación,Alcaldía de Tauramena,62268,286,1,7,https://www.datos.gov.co/dataset/j2ev-qrc5,
Presidentes Organismos Comunales Tauramena Cas,Datos Básicos,Alcaldía de Tauramena,63975,52,0,0,https://www.datos.gov.co/dataset/69bw-3nyp,
Eventos en Salud Pública 2012-2015,Salud,Alcaldía de Tauramena,63991,35,0,0,https://www.datos.gov.co/dataset/sy7r-qd26,
Situación Académica Tauramena Casanare,Educación,Alcaldía de Tauramena,62273,72,1,3,https://www.datos.gov.co/dataset/gu2r-s2p7,
Establecimientos Comerciales de Tauramena Casanare,Comercio,Alcaldía de Tauramena,62284,53,1,0,https://www.datos.gov.co/dataset/kkfu-64am,
"Ejecucion presupuesto de gastos municipio de Tenza, Boyaca a 30 de junio de 2013",Económica y Comercial,Alcaldía de Tenza,10495,10,0,0,https://www.datos.gov.co/dataset/augq-cqeh,
Entidades Oficiales del Municipio de Tibana ,Social,Alcaldía de Tibana,10342,4670,7,6,https://www.datos.gov.co/dataset/m2qa-z2d4,
Sedes Institución Educ. Gustavo Romero Hernandez,Educación,Alcaldía de Tibana,75436,2,0,0,https://www.datos.gov.co/dataset/85yg-kpf3,
PRESIDENTES DE JUNTAS DE ACCIÓN COMUNAL TIBASOSA,Social,Alcaldía de Tibasosa,10343,223,0,0,https://www.datos.gov.co/dataset/iakr-eq33,
Datos basicos Instituciones Educativas de Tinjaca,Educación,Alcaldía de Tinjaca,10360,18,0,0,https://www.datos.gov.co/dataset/qe33-5utf,
PROYECTOS DE INVERSION AÑO 2012 DE TIPACOQUE,Económica y Comercial,Alcaldía de Tipacoque,10351,14,0,0,https://www.datos.gov.co/dataset/nb34-yfb6,
VIAS TERCIARIAS DEL MUNICIPIO DE TOCA  ,Movilidad y Transporte,Alcaldía de Toca,10346,896,7,9,https://www.datos.gov.co/dataset/w7cx-e74y,
Alcaldía de Tocancipá,Comercio,Alcaldía de Tocancipa,63679,253,3,0,https://www.datos.gov.co/dataset/inpx-5qsw,
Información general de la institución educativa ,Educación,Alcaldía de Togui,221,7,0,0,https://www.datos.gov.co/dataset/7wif-5vwp,
"Vias deTona, Santander ",Económica y Comercial,Alcaldía de Tona,10299,105,1,0,https://www.datos.gov.co/dataset/q5rh-je9c,
Instituciones educativas del municipio de Tona ,Educación,Alcaldía de Tona,10297,10,1,0,https://www.datos.gov.co/dataset/e5xb-if3e,
Sitios de interés Tópaga Boyaca ,Social,Alcaldía de Topaga,10474,873,8,0,https://www.datos.gov.co/dataset/atnp-udaj,
"DIRECTORIO TURISTICO, MUNICIPIO TOTA-BOYACA ",Económica y Comercial,Alcaldía de Tota,187,32,0,0,https://www.datos.gov.co/dataset/5t8e-2kv8,
Distribución territorial de la población en Tuluá,Social,Alcaldía de Tulua,62266,65,0,0,https://www.datos.gov.co/dataset/375n-xh6u,
Desplazamiento de pasajeros desde Tuluá,Movilidad y Transporte,Alcaldía de Tulua,64079,16,0,0,https://www.datos.gov.co/dataset/n97d-m7cb,
POBLACIÓN CON REGISTRO DE DISCAPACIDAD EN TULUÁ,Social,Alcaldía de Tulua,62708,21,0,0,https://www.datos.gov.co/dataset/n649-v6ym,
ENTIDADES SECTOR GOBIERNO EN EL MUNICIPIO DE TULUÁ,Función Pública,Alcaldía de Tulua,63164,25,0,0,https://www.datos.gov.co/dataset/x8nm-wf99,
Fincas y casas campestres Municipio de Tuluá,Cultural,Alcaldía de Tulua,63094,34,0,0,https://www.datos.gov.co/dataset/x5f2-nrzc,
EXPANSION DE LUMINARIAS ALUMBRADO PUBLICO TULUA,Geografía,Alcaldía de Tulua,63244,22,0,0,https://www.datos.gov.co/dataset/abif-sfhb,
Eventos del Municipio de Tuluá ,Cultural,Alcaldía de Tulua,51331,73,0,0,https://www.datos.gov.co/dataset/q6f5-civa,
Evolución de la matrícula por grado en el Municipio de Tuluá (2007-2013),Educación,Alcaldía de Tulua,62068,34,0,0,https://www.datos.gov.co/dataset/4qci-gfu6,
Evolución de la matrícula estudiantes en la zona urbana y Rural del Municipio de Tuluá,Social,Alcaldía de Tulua,51865,36,0,0,https://www.datos.gov.co/dataset/fzbe-cjxj,
Accidentalidad en el Municipio de Tuluá,Movilidad y Transporte,Alcaldía de Tulua,64062,162,0,0,https://www.datos.gov.co/dataset/xb2v-xd37,
AGENCIAS DE VIAJE UBICADAS EN TULUA,Económica y Comercial,Alcaldía de Tulua,62953,124,0,0,https://www.datos.gov.co/dataset/87kr-bh6x,
SITIOS ALOJAMIENTO Y HOSPEDAJE MUNICIPIO DE TULUA,Económica y Comercial,Alcaldía de Tulua,62905,39,0,0,https://www.datos.gov.co/dataset/8dp5-mjjc,
Centros Culturales del Municipio de Tuluá,Cultural,Alcaldía de Tulua,62468,128,2,0,https://www.datos.gov.co/dataset/hyc3-uxst,
Infracciones de Tránsito en el Municipio de Tuluá,Movilidad y Transporte,Alcaldía de Tulua,64060,10,0,0,https://www.datos.gov.co/dataset/mxa3-gm5x,
Comportamiento del régimen contributivo en Tuluá,Salud,Alcaldía de Tulua,62372,28,0,0,https://www.datos.gov.co/dataset/pwt9-qf22,
Comparativo población resguardo Dachi Druá Tuluá,Social,Alcaldía de Tulua,62331,40,0,0,https://www.datos.gov.co/dataset/45ds-ehdg,
Cuadrantes de Seguridad del Municipio de Tuluá,Defensa,Alcaldía de Tulua,62695,74,0,0,https://www.datos.gov.co/dataset/h7d4-8m6s,
Barrios del Municipio de Tuluá,Geografía,Alcaldía de Tulua,30865,297,3,0,https://www.datos.gov.co/dataset/c2zt-uywe,
Cantidad de predios sector urbano y rural en Tuluá,Geografía,Alcaldía de Tulua,64336,12,0,0,https://www.datos.gov.co/dataset/xkya-tb62,
